recipeId,cocktailId,bartender,company,location,glasswareId,instruction,votes,rating
254,144,Kate Grutman,,,16,"In a mixing glass, add the first three ingredients over ice. Stir to chill. In a separate coupe glass, add .5 oz of Luxardo Fernet and swirl glass until it is fully coated with the Fernet. Strain chilled cocktail from mixing glass into the Fernet-rinsed coupe (discard excess fernet). Garnish by placing a Luxardo Cherry into the bottom of the glass.",0,0
255,338,Jason Fendick,,United Kingdom,27,"In a mixing glass, combine Pink Pigeon Rum, Lychee Juice and the juice from 1/2 a lime. Add the pulp of one passion fruit (to prep passion fruit: cut in half, setting aside a small slice for garnish and scoop out the pulp and drop both the pulp and peel into the glass). Add ice and shake vigorously. Pour in a tall glass over ice, top with ginger beer.  Garnish with the passion fruit wedge to serve.",0,0
256,549,Ronaldo Colli,,San Francisco,49,"In a pint glass pour all the ingredients, stir and strain into a bucket glass 3/4 full of ice and garnish with an orange peel.",0,0
257,232,,,,29,In a punch bowl add ingredients per person.,0,0
258,350,Raul Ayala,Dirty Habit,San Francisco,23,"In a shaker mix all ingredients discarding the beer and dry shake vigorously to activate the egg whites. Add ice and shake for about 10 sec and double strain into 8 oz glass and top with beer. Garnish with a marigold flower.

*Spiced Apricot Syrup:
-- Organic Earl Grey Tea
-- Green Cardamom
-- Juniper Berries",0,0
259,216,Joaquin Simo,Death & Co.,New York,16,"In a shaker, gently muddle the strawberry. Add the remaining ingredients and shake with ice. Strain into a coupe. Garnish with strawberry.",0,0
260,550,,,,0,"In a shaker, muddle the mint and simple syrup. Add the lemon juice and gin, and fill with ice. Shake, and double-strain into a cocktail glass. Garnish with a mint sprig.

",0,0
261,426,Francesco Lafranconi,,,0,"In a tall glass muddle the mint and plum with fresh sweet n' sour, pour the liquors then fill up with ice and top with Prosecco.",0,0
262,273,,,,57,"In an old fashioned glass, muddle the lemon peel with the bitters and demerara syrup, just enough to bruise the peel and release its oils. Add Coffey Malt and ice, and stir for 20 to 30 seconds, or until well chilled.",0,0
263,87,,,,27,"In collins glass, gently muddle honey, lime and basil leaves. Add English Harbour rum and ice and stir. Top with ginger ale.",0,0
264,153,,,,36,"In mixing glass or cocktail shaker filled with ice, combine whiskey, vermouth, and bitters. Stir well, about 20 seconds, then strain into cocktail glass. Add cherry and serve.",0,0
265,386,,,,36,"In mixing glass, using a spoon, crush 2 mint leaves in the simple syrup, and add gin, lime juice and pomegranate syrup. Pour into ice-filled shaker. Shake well and strain into chilled cocktail glass. Float remaining 2 mint leaves for garnish.",0,0
266,69,,,,57,"In old fashioned glass, lightly muddle orange zest with bitters and orange curacao.  Add bourbon and creme de cacao then stir with ice for proper dilution (depending on ice) and mixing of ingredients.",0,0
267,610,Brian Floyd,,Austin,0,"In one shaker, mix heavy cream and simple syrup and dry shake vigorously until it's whipped.
In another, shake Pink Pigeon Rum and Luxardo Espresso with ice.  Pour into a coupe, and then carefully top with the cream.  It should layer perfectly.  The vanilla complexity of the rum pairs awesomely with coffee and cream.
",0,0
268,444,,,,43,"In rocks glass, make an emulsion by using a glass muddler (wood muddlers absorb the ingredients too much). Place sugar cubes in glass. Add mezcal onto the cubes. Add bitters, onto cubes. Add drops of agave nectar, onto cubes. Add Luxardo, onto cubes. Muddle well to make a ""syrup"" paying attention the blending of all ingredients. 
Take the long orange peel and twist all the essential oils into glass. Leave peel in glass. 
Place Gläce Luxury Ice G-Cubed in glass. Rotate Gläce G-Cubed so that it becomes coated and chills the ""syrup"" swirl around the inside of glass. Pour the Anejo Tequila over Gläce G-Cubed. Stir with glass swizzle. Garnish with 3 Luxardo Cherries, speared.
",0,0
269,437,,,,4,"In the bottom of a cocktail shaker, muddle pitted cherries if using. Add Luxardo Maraschino, vodka, fresh lemon juice and simple syrup. Shake hard, then double strain (though a fine mesh strainer) into a tall glass with fresh ice. Add a splash of soda and stick a cherry on top.",0,0
270,158,Sean McClure,,,43,"In the small tin of a Boston shaker set, combine the cilantro sprigs, thai chili, yuzu juice, simple syrup and a small piece of ice. Muddle these ingredients well. Add the remaining liquid ingredients to the shaker with cracked ice and shake vigorously for 20 seconds. 
Double strain the cocktail over ice into a 13 oz. rocks glass. 
Garnish with the Thai chili piece and the cilantro sprig.",0,0
271,182,Zachary Brian Taylor,Ziryab,San Francisco,43,"Juice potato and strain into a nearby usable container (must be done as close to drink making process as possible since oxidization will occur quickly). Add vodka, potato juice, lemon, Benedictine, cinnamon-honey syrup, and salt and pepper to mixing glass. Add ice, and shake and fine strain over fresh ice.",0,0
272,62,,Sprig & Spirit,,56,"Juice the ingredients and pour into a chilled glass (do not use ice or the drink will lose body).

Top with Pastis Prado or absinthe and garnish with a sprig of mint.",0,0
273,514,,,,0,Method:  Simmer on a gentle heat for 30 minutes and garnish with a cinnamon stick,0,0
274,187,Edgar & Joselino Solis,Matador,San Francisco,34,Mint salt on the rim. Garnish with mint sprig.,0,0
275,336,Joy Richards,,,0,Mix all ingredients in a blender until smooth and icy. Pout into a glass and top with 3 dashes of angostura bitters.,0,0
276,365,,,,24,"Mix all ingredients in a large pitcher, add ice, and enjoy!",0,0
277,24,Raul Ayala,Dirty Habit,San Francisco,0,"Mix all ingredients in a mixing glass and stir for 15-20 secs depending on the type of ice. Strain over a large rock and garnish with an orange peel expressing the oils over the cocktail.

*Anchor Christmas Ale 2016 w/ Honey (reduction) 2:1 (2-parts Beer to 1-part Honey)",0,0
278,133,Raul Ayala,Dirty Habit,San Francisco,16,"Mix all ingredients in a tin except for the walnut oil. Utilizing the throwing technique, throw the mixture from one vessel to another vessel until chilled to air out the ingredients. Coat coupe glass with walnut oil and pour the mixture. Garnish with a dehydrated orange.

*Oloroso & Moscatel Blend:
-- 2 parts César Florido Moscatel Special
-- 1 part Lustau Oloroso Sherry

Blend ingredients.",0,0
279,160,,,,0,Mix all ingredients together.,0,0
280,117,,,,0,Mix all ingredients together.,0,0
281,379,,,,0,Mix all the liquid contents together in a heavy-bottomed tumbler with ice. Stir. Add a slice of orange and lemon zest to decorate.,0,0
282,85,Matthew Biancaniello,,Los Angeles,16,"Mix all together and shake and double strain into a coupe without ice.

*Bay Leaf-Infused Honey Syrup:
• 3 cups honey to 1 cup water
• 4 bay leaves, crumbled
<em>Bring to a boil. Stir until honey completely dissolves in water. Turn off heat and allow 2 hours to cool.</em>",0,0
283,215,Nusan Brounstein,Fog Harbor Fish House,San Francisco,0,"Mix equal parts of the 4 spirits and age in a 5 liter oak barrel for 30 days. Transfer into glass bottles and rest for a minimum of 3 days. Make giant (2"" x 2"") ice cubes with an orange peel frozen inside. Pour negroni on ice cube and serve.",0,0
284,387,,,,29,Mix ingredients in the punch bowl.,0,0
285,541,Josh Trabulsi,Burritt Room,San Francisco,0,"Mix ingredients together then pour over crushed ice into a Julep tin. Dust with salt, sugar, and cinnamon.",0,0
286,475,,,,31,"Mix the gin or cognac, lemon juice and syrup in a cocktail shaker. Pour the contents into a Champagne flute. Top up with Champagne. Add a Luxardo Cherry or a peel of lemon.",0,0
287,602,Francesco Lafranconi,,,33,"Mix the Pisco, apricot liqueur and citric acid ingredients together in a punch bowl and allow to rest for 45 minutes. Place a large 2.2 lb. ice block 10 minutes before serving. Scoop the pineapple sorbet in a punch glass and fill up with the mix, top up with mint-flavored soda. Garnish with candied pineapple wheel from Dress the Drink.",0,0
288,291,Kevin Mabry,Capo Restaurant,Boston,16,Mount all ingredients in a shaker tin. Add ice. Hard shake. Double strain into a chilled coupe glass. Garnish with orange twist.,0,0
289,213,Zachary Brian Taylor,Ziryab,San Francisco,39,"Muddle 3 cacao beans in a mixing glass, add vodka, ginger-brown sugar, and Bitter Beast Hella Hula bitters. Add ice and vigorously shake to incorporate cacao flavor. Fine strain into a martini glass. Garnish with a cocao bean.",0,0
290,454,Kate Grutman,,Los Angeles,16,Muddle 3-4 cucumber slices and a couple mint leaves. Shake and strain into martini or coupe glass. Garnish with lime or mint or cucumber.,0,0
291,107,Calvin Marty,Best Intentions,Chicago,36,"Muddle 4 basil leaves, 16 peppercorns and simple syrup in shaker tin. Add all other ingredients except final basil leaf. Add ice. Shake vigorously. Fine strain into chilled cocktail glass. Express lemon oil from lemon swath over drink. Garnish with lemon swath and final basil leaf.",0,0
292,53,Kate Grutman,,Los Angeles,0,"Muddle a small handful of fresh mint leaves, ¾ oz simple syrup (equal parts sugar and water) 
1 oz fresh lime juice.
Add crushed ice to the glass to fill half way.
pour in 2 oz of Pink Pigeon.
Swizzle to incorporate ingredients and slowly add in the rest of the crushed ice.",0,0
293,261,,,,27,"Muddle basil in mixing glass, add all ingredients except club soda. Shake and strain into a collins glass, top with club soda.  Top with crushed ice and garnish with a basil sprig.",0,0
294,253,Rafa García Febles,,New York,0,"Muddle cherry in liquid ingredients. Shake, double strain over cracked ice. Garnish with two more cherries on a pick with an orange flag.",0,0
295,233,Matthew Biancaniello,,Los Angeles,43,Muddle everything in a tin except Hophead. Then add Hophead and ice and shake and strain into a rocks glass with ice and garnish with a lovage sprig.,0,0
296,4,Andy Minchow,Ration & Dram,Atlanta,0,"Muddle fruit, bitters and syrup. Add ice (1 large cube if available). Top with Whisky. Long stir.",0,0
297,262,Tyler Chauvin,Treo,New Orleans,27,Muddle mint and cucumber with the simple syrup in a shaker tin. Combine the remainder of the ingredients in the tin. Shake vigorously. Double strain with a fine mesh strainer into a collins glass. Fill with ice and garnish with a cucumber slice.,0,0
298,535,,Bonneville,Austin ,57,"Muddle Orange Slice. Add Nikka. Add Ginger Syrup. Stir over Ice. Add bitters. 
",0,0
299,526,Larry Miller ,,Austin,0,Muddle orange twist with sugar. Add ice. Pour ingredients over ice. Add bitters,0,0
300,645,,,,0,"Muddle pineapple and ginger root, lemon juice and simple syrup, then add Aperitivo and rum, shake well, over ice and top up with Ginger beer.",0,0
301,293,,,,0,"Muddle pineapple and ginger root, lemon juice and simple syrup. Add rum. Shake well, over ice and top with ginger beer and Luxardo Bitter",0,0
302,451,Caterina Miltenberger,,,16,Muddle raspberries in mixing glass. Add remainder of ingredients in a mixing glass with fresh ice. Shake vigorously and strain into a well chilled coupe. Top off with sparkling wine. Garnish with raspberry and mint.,0,0
303,238,Caterina Miltenberger,,,0,Muddle raspberries in mixing glass. Add remainder of ingredients in a mixing glass with fresh ice. Shake vigorously strain over fresh ice. Garnish with raspberry and mint.,0,0
304,515,,,,0,"Muddle red pepper and mint. Add all other ingredients. Shake well over ice and strain into a chilled martini glass.
Garnish with red pepper slice and mint sprig.",0,0
305,255,William Golde,,,43,"Muddle sage and Thyme. Stirred, over ice in single rocks glass. Burnt orange, and thyme sprig to garnish.",0,0
306,440,Lynnette Marrero,,,27,"Muddle strawberries in a shaker with agave nectar, add lime juice, hibiscus tea, and Chinaco Blanco. Top with sparkling water.",0,0
307,171,,,,43,"Muddle sugar and 1 roasted cherry in a rocks glass until the sugar has dissolved; add vodka, Amaro, Maraschino, and bitters and stir. Add 1 large ice cube and garnish with half a roasted cherry and the tarragon.

Cherry-Infused Vodka:
- 1 cup pitted cherries, quartered
- 1 cup vodka
Combine cherries and vodka in a bottle; cover, and let sit to meld the flavors for 3-5 days.",0,0
308,587,,,,0,"Muddle the basil with the lime juice, then add tonic water. Fill glass with ice and stir in the gin.",0,0
309,622,Francesco Lafranconi,,,0,Muddle the fruit with syrup in a mixing glass. Add ice and shake vigorously. Pour all ingredients(do not strain) in a tumbler glass. Add a float of Mango flavored Rum.,0,0
310,364,Francesco Lafranconi,,,0,Muddle the kiwi pulp with lime juice in a shaker tin. Add ice and liquors and shake vigorously. Strain into a chilled cocktail glass.,0,0
311,670,Eduardo Val Naval,A Japanese Kirikata,Spain,15,"Muddle the kumquats and lychee in a cocktail shaker. Add the whiskey, King's Ginger, lemon juice, syrup and white egg, and shake very hard. Double strain into a highball glass filled with ice spheres.",0,0
312,607,Jeff Hollinger,,,0,"Muddle the lemon peel and bitters with the King’s Ginger to release the oils.  Add scotch, stir, and enjoy.",0,0
313,484,Duggan McDonnell,,,16,Muddle the pineapple adding more or less simple syrup as needed and depending on sweetness of the pineapple. Add all other ingredients. Give the mixture a hard shake. Double strain into chilled coupe.,0,0
314,6,Brian Means,Michael Mina Restaurant Group,San Francisco,16,"Muddle the sage in a mixing tin. Add the remaining ingredients and dry shake (no ice) for 15 seconds. Add ice and shake another 15 seconds to chill down the drink. Double strain into a large coupe glass. Garnish with a whole star anise floated in the middle of the egg white.

*Honey Cinnamon Syrup:
-- 16 oz Honey
-- 2 Cinnamon Sticks
-- 8 oz Water
Combine all the ingredients together in a pot. Place on the stove and bring to a simmer, stirring the honey so it doesn’t burn and let the pot simmer for 20 minutes. Remove from heat and place on an ice bath. Place in a container and label and date it. Store in the fridge for up to 2 weeks.",0,0
315,92,Bruce Cole,Japonais,Chicago,15,"Muddle two cucumber slices, two raspberries and simple syrup in a highball, add ice. Shake gin, ginger liqueur and orange juice with ice. Strain into highball glass.  Garnish with a candied ginger stick.",0,0
316,348,William Golde,,,0,"Muddled ginger root. Shaken, served up, cinnamon stick and apple to garnish.",0,0
317,292,Matt Grippo,Blackbird,San Francisco,0,On the rocks with twist.,0,0
318,497,,,,22,Place all ingredients in a mixing glass. Add ice and stir until proper dilution. Strain over a large hand cut ice cube placed in a double rocks glass. Garnish with a Luxardo Maraschino Cherry on a pick.,0,0
319,70,,,,15,"Place all ingredients in a mixing tin, muddle fresh raspberries, add ice and shake until tin is frosty. Strain into a chilled highball glass. Garnish with orange wedge.",0,0
320,620,Shaher Misif,,,16,Place all ingredients into a Yarai mixing glass with ice and stir. Strain into a coupe. Garnish with an apple slice.,0,0
321,406,,,,43,"Place ice cubes in a rocks glass. Add ingredients. Garnish with your choice of: rosemary, basil, lavender, edible flowers, or a lemon, lime or orange twist.

*Tonic Water Ice Cubes:
Fill an ice cube tray with tonic water and freeze.",0,0
322,418,,,,39,Place ingredients in a shaker with ice and shake hard for seven seconds. Double strain into a chilled martini glass and garnish with lemon peel.,0,0
323,662,Marvin Allen,Hotel Monteleone,New Orleans,31,"Place King's Ginger and orange bitters in a Champagne flute, and top with sparkling wine. No garnish.",0,0
324,77,Francesco Lafranconi,,,16,"Place the Concord grapes and blackberries in a shaker and muddle. Add the rest of the ingredients and ice. Shake, and strain into a chilled coupe. Garnish with Concord grapes and lemon peel twisted to release oils.",0,0
325,346,Francesco Lafranconi,,,57,"Place the lemon peel in an Old Fashioned glass and muddle with bitters. In a mixing glass filled with ice, add the bourbon and apricot liqueur, then strain into the glass. Garnish with cherry and orange slice, and serve over an ice sphere.",0,0
326,21,Francesco Lafranconi,,,43,"Place the lime wedges and pinapple in a tumbler glass with gomme syrup and muddle briskly, then add ice and Amaretto. Stir well and serve with a float of Pisco.",0,0
327,502,Francesco Lafranconi,,,0,"Place the mint and cucumber in a mixing glass and muddle briskly, then add sour mix and liquor. Shake with ice and double strain over ice into a stemmed glass.",0,0
328,164,Francesco Lafranconi,,,27,"Place the mint in a Collins glass and muddle for a few seconds to release the oils, then add ice and ingredients, stir well and serve.",0,0
329,554,Francesco Lafranconi,,,0,"Place the mint in a tumbler glass and muddle briskly to release the essential oils, then add the cherry liqueur and the brandy. Fill up the glass with crushed ice, stir well and serve with a float of Luxardo Amaretto. Garnish with 4 sprigs of mint and 3 Luxardo Cherries.",0,0
330,286,Francesco Lafranconi,,,43,"Place the thyme in a tumbler glass and muddle to release the oils, then add ice and ingredients, stir well and serve.",0,0
331,399,,,,27,Pour 2 oz. of Club Soda into a Collin’s Glass. Hard shake first fIve ingredients with ice for at 20 seconds. Slowly strain into the Collins glass. Garnish with an orange wedge.,0,0
332,596,,,,0,Pour a generous measure of The King's Ginger into a flute. Add chilled Champagne to taste.,0,0
333,419,,,,31,Pour a generous measure of The King's Ginger into a flute. Add chilled Champagne to taste.,0,0
334,324,,,,49,"Pour all ingredients and shake in tin. Pour into bucket. Top with rum float, then garnish.",0,0
335,285,Francesco Lafranconi,,,39,Pour all ingredients in a mixing glass filled with ice. Stir well and strain into a chilled cocktail glass.,0,0
336,289,Francesco Lafranconi,,,27,Pour all ingredients in a shaker with ice. Shake and strain over ice into a Collins or Pilsner glass.,0,0
337,317,Sother Teague,Amor y Amargo,New York,36,Pour all ingredients into a mixing glass with ice. Stir to chill and dilute. Strain into a chilled cocktail glass. Express the oil from the twist over the drink and discard.,0,0
338,284,,,,43,"Pour all ingredients into an ice-filled old-fashioned glass, and stir approximately 20 seconds. Add garnish.",0,0
339,633,,,,16,Pour all ingredients into cocktail shaker filled with ice cubes. Shake well. Strain into coupe glass. Flame orange zest over the top of the glass.,0,0
340,356,Taylor Wright,,Houston,16,"Pour all liquid ingredients into a mixing glass and stir about 55 times for proper dilution and optimal clarity. Strain into a chilled coupe. Twist fresh lemon peel over cocktail for aroma. Garnish with a simple lemon peel, trimmed neatly.",0,0
341,575,,,,27,Pour Amaretto and lime juice over ice in a collins glass. Fill with club soda and serve.,0,0
342,391,,,,54,"Pour brandy into a brandy snifter. Top with 2-3 drops of truffle tincture. Spray Pipe Tobacco Essence on wrist. Smell wrist, sip drink, and enjoy.",0,0
343,594,Maxwell Britten,,,22,"Pour ingredients in a shaker tin, add ice and shake well. 

Fine strain the drink into a double rocks glass filled with ice.
 
Balance a small watermelon triangle on top of the glass. Grate fresh lime zest on top using a microplane, and then sprinkle with Maldon salt.",0,0
344,450,,,,20,Pour ingredients into a wine glass half-filled with crushed ice. Garnish with a half-slice of lemon and a maraschino cherry.,0,0
345,313,,,,43,Pour ingredients into cocktail shaker and shake vigorously with ice. Strain into a rocks glass over crushed ice with a mint sprig garnish.,0,0
346,96,,,,25,"Pour ingredients into mug, fill with ice. top with ginger ale. Roll into tin. Roll back into mug. Garnish.",0,0
347,583,Francesco Lafranconi,,,0,"Pour ingredients over crushed ice into a stemmed glass, stir well and serve.",0,0
348,267,,Bonneville,Austin,39,Pour into shaker over ice and shake well. Serve straight up in a martini glass with an orange twist.,0,0
349,366,,,,27,"Pour King's Ginger into an ice-filled collins glass. Top off with Fever-Tree Ginger Ale. Add bitters, and squeeze lime over and serve.",0,0
350,83,,,,43,Pour No.3 gin into a highball glass over ice cubes. Add a slice of lemon and stir. Top up with tonic water to taste.,0,0
351,640,,,,27,Pour No.3 into ice-filled collins glass. Top off with Fever-Tree Tonic Water to just below rim of the glass. Float .25 oz. of Maurin Quina on top of cocktail. Garnish with small spoonful of fresh pomegranate seeds.,0,0
352,287,,,,0,Pour over crushed ice with a mint garnish.,0,0
353,109,,,,43,Pour over crushed ice with zest. Garnish with an orange peel.,0,0
354,545,Devin Hardy,House of Blues Anaheim,Anaheim,52,"Pour over ice in a pint glass, then fill with steam beer. Garnish with a lemon wedge and a straw.",0,0
355,9,,,San Francisco,43,Pour Perfecto Amor over ice and garnish with an orange wheel.,0,0
356,52,Sophie,,,0,"Pour the Cognac and lemon juice into the glass and then add orgeat syrup; fill with ices cubes and mix with a spoon. At the end, add lemonade and lemon peel.",0,0
357,671,Michel,,,0,Pour the Cognac into the glass and add ice cubes. Perceive the aromas that are released as a summer rain that reveals the secrets of the nature...,0,0
358,78,Elodie,,,0,"Pour the Cognac, sugar syrup, lemon juice and 3 pressed raspberries into the shaker, then shake. Strain into the glass (using a cocktail strainer) and fill with chilled Champagne. Garnish with 3 raspberries.",0,0
359,665,,,London,39,"Pour the Extra Dry Vermouth into a frozen martini glass (either 7 oz. or 5.5 oz. glass) and coat in a circular motion. Top up the glass with ice cold No.3 gin. Pare the rind of an Amalfi lemon, and give it a twist to extract the oils into the glass.",0,0
360,181,Francesco Lafranconi,,,0,Pour the first four ingredients in a blender and blend until smooth. Serve into a champagne saucer. Top with Pomegranate Liqueur float.,0,0
361,141,Francesco Lafranconi,,,0,Pour the ingredients in a blender and blend until smooth. Serve in a cocktail glass or coupe.,0,0
362,50,Francesco Lafranconi,,,57,"Pour the ingredients in an old fashioned glass, then fill up with ice and stir well before serving.",0,0
363,208,Catherine,,,0,Pour the ingredients in the shaker. Close and shake well until frosted. Strain into the glass. Garnish with fresh mint.,0,0
364,45,,,,27,Pour the ingredients into a cocktail shaker filled with ice. Shake well. Strain into a chilled cocktail or Collins glass.,0,0
365,581,,,,0,Pour the liquor ingredients over ice and top with half inch (about one centimeter) layer of lightly whipped cream shaken with Hum Liqueur.,0,0
366,75,Laurent,,,0,"Pour the sugar syrup into the glass and add fresh mint and green lemon. Lightly crush and add ice cubes, Cognac, lemon juice and sparkling water. Mix with a spoon and serve with a straw.",0,0
367,503,Tyler Chauvin,Treo,New Orleans,43,Pre-freeze pomegranate juice into one large cube. Rinse a glass with Montanaro vermouth. Dump any excess out. Build the remainder of spirits and bitters into a shaker tin. Shake vigorously. Strain over the pomegranate ice cube into a rocks glass.,0,0
368,256,Francesco Lafranconi,,,16,Pre-mix the liquors together and keep refrigerated. Serve 2 oz. neat into a small coupe glass. Float the fresh cream on top.,0,0
369,29,Loris Melis,,,57,Prepare directly in an old fashioned glass.,0,0
370,113,Lauren Sanchez,,Miami,0,"Punch Preparation Instructions:
Combine Ypioca, lime and syrup in bowl. Top with ginger beer and Angostura bitters* (amounts will depend on size of punch and number of anticipated servings). Garnish with thin-sliced dried ancho chiles and lime wheels to float. 

*You can optionally skip adding Angostura in punch and instead add a dash or 2 to each individual cocktail as served.


Individual Cocktail Preparation Instructions:
Combine ingredients exactly the same way as a traditional Moscow Mule over crushed ice. Garnish with dash or 2 bitters and ancho chile slices. Mint is an optional garnish.",0,0
371,91,,,,0,"Put 1 1/2 ounces of coconut milk, 1 1/2 ounces of condensed milk, 3 ounces of Ypiòca and tablespoon of sugar in a blender. Mix for a few seconds. Add ice cubes and serve.",0,0
372,469,,,,0,"Put 1 1/2 ounces, 2 1/2 ounces orange juice, and 1-2 tablespoons of sugar in a shaker. Add ice cubes and shake for a few seconds. Put in glass and serve.",0,0
373,184,,,,0,"Put 1/2 passion fruit inner part in a blender, 1-2 tablespoons of sugar and 50ml ( 1 1/2 ounces) of Ypiòca. Mix for a few seconds. Filter in a glass and serve with ice.",0,0
374,447,,,,0,"Put 3 ounces of peach juice, 1 1/2 ounces of Ypiòca, 1 1/2 ounces of condensed milk and 1 tablespoon of sugar in a shaker. Add ice cubes, shake well and serve.",0,0
375,525,,,,0,"Put a brown sugar cube at the bottom of a frosted glass.
Add a splash of bitter and muddle the sugar.
Add Karlsson's Gold Vodka and stir with ice.
Add lemon and orange peels (which you can burn for added flavor).",0,0
376,368,Leilani Brennan,Southside Spirit House,San Francisco,16,"Put basil leaves in mixing glass. Gently muddle the leaves. Add all ingredients except the bitters or ice. Dry shake the cocktail vigorously. Add the ice and shake again vigorously. Double strain into a coupe. Add a few drops of angostura on top, add cracked pepper, slap one single basil leaf on top for garnish.",0,0
377,556,,,,0,Put ingredients in mixing glass. Stir. Strain into glass that has absinthe rinse. Add lemon zest.,0,0
378,65,,,,20,Quick stir and garnish with rosemary.,0,0
379,204,Matt Tocco,,,43,"Rinse a rocks glass with eau de vie. Combine remaining ingredients in a shaker with ice. Shake, and strain over fresh ice into a rocks glass. Garnish with a lemon pigtail.",0,0
380,459,,,,0,Rinse cocktail glass with Vieux Pontarlier Absinthe. Shake rest with ice and strain.,0,0
381,563,,,,57,"Rinse entire glass with absinthe, discard, if you must.
Stir with ice and strain into an old-fashion glass, garnish with lemon peel.",0,0
382,283,Luke Ridge,,,0,"Rinse glass with absinthe. Add a Luxardo Cherry (covered in its juice) to a mixing glass with remaining ingredients. Stir until cold and slightly rose colored. Single strain, serve with cherry from mixing glass.",0,0
383,123,Josh Ruiz,,Houston,65,"Rinse the glass with Orange Blossom Water and pour cocktail. Shake Egg White, Sauternes and Lemon Juice vigorously dry for 25 seconds, then add ice, gin, Luxardo Bitter Bianco and Lillet Blanc, shake again for 10 seconds. Strain into Nick & Nora, garnish with a lemon wheel.",0,0
384,672,Jason Lee,,New Orleans,0,Serve cold and garnish with a scoop of vanilla bean ice cream swirled with Luxardo Maraschino Cherry Juice.,0,0
385,546,Diego Sanchez,Cocteleria,New York,31,"Serve in a champagne flute up to 60% full and top with tonic water up to 80% full, garnish with a grapefruit twist.

*Ginger/Cardamom/Honey Syrup:
Bring about 8 cups of water to a boil, once boiling turn off heat and add 2 cups of cardamom pods. Let sit for about 6 hours. Strain the pods out, add 1 qt (32 oz) of honey and stir until dissolved. For an added cardamom boost: place the cardamom pods with the cardamom/honey ""tea"" in a blender. Blend and press through a fine strainer so as to discard the solids but keep the flavor.",0,0
386,655,,,,17,"Serve in a handled glass, hot or over ice. Garnish with lemon, cinnamon stick and fresh blackberries.",0,0
387,567,Diego Sanchez,Cocteleria,New York,18,"Serve in a julep cup with crushed ice and basil garnish.

*Serrano Pepper Syrup:
Take 6 serrano peppers. Slice 4 in half, carefully de-vein and seed them (this will take some of the heat away, make absolutely sure to wash your hands after handling the peppers, avoid touching anything unless you've washed your hands), place a skillet on medium to high heat and roast the peppers until they are a little charred. Once charred place in a blender with about 2 cups of water and throw in the 2 remaining fresh serranos (seeds and all). Blend and strain out the solids. Add 1 cup of demarara sugar to the serrano pepper water and stir until it is dissolved.",0,0
388,482,,,,43,Serve in a rocks glass with an orange peel garnish and a Luxardo Cherry.,0,0
389,621,,,,27,Serve in a tall glass over ice.,0,0
390,99,,,Seattle,0,Serve in an old fashioned glass over a large ice cube.,0,0
391,648,,,,43,Serve neat or on the rocks.,0,0
392,586,Misty Kalkofen,Drink,Boston,0,Serve on one big rock.,0,0
393,56,Brian Floyd,,Austin,0,Serve on the rocks. Garnish with a Luxardo Cherry.,0,0
394,571,,,,27,Serve over ice in a collins glass.,0,0
395,483,Brian Floyd,,Austin,27,Serve tall on the rocks.,0,0
396,249,Nick Jones,Pabu,San Francisco,0,Served in a snifter with grated cinnamon.,0,0
397,569,,,,41,"Served in v-shaped rocks glass with ""vintage ice"".
",0,0
398,326,,Grimaldi's Pizzeria,,0,Served up and finished with a lemon wheel.,0,0
399,576,Chad Philips,Surfcomber,Miami,16,Served up in a coupe glass.,0,0
400,303,Jacyara de Oliveira,"Rob Roy, The Hideout",Seattle,0,Served up with a lemon peel garnish.,0,0
401,179,John deBarry,Momofuku,,0,Shake - pebble/crushed ice,0,0
402,314,,Land and Water Co.,Carlsbad,27,"Shake & Dump into Collins Glass, Top with Prosecco, cap with crushed ice. Garnish with Mint Sprig. 
",0,0
403,131,Eric Quilty,Jupiter Olympus,San Francisco,0,"Shake all ingredients and double strain over fresh ice. Garnish with lemon verbena leaf.

*Lemon Verbena Cordial:
-- Fresh Lemon Verbena 
-- Fresh Mint
-- Grapefruit Peel 
-- Lemon Peel
-- Pure Cane Sugar
-- Citric Acid

Make a fresh herb and citrus peel tea and add sugar and citric acid to taste. Let cool before using.",0,0
404,309,Enrique Sanchez,The Commissary,,47,"Shake all ingredients and double strain. Serve in a hurricane glass, add 2 oz Lager. Garnish with an orange horse-neck peel.",0,0
405,344,Keli Rivers,The Devil's Acre,San Francisco,16,"Shake all ingredients and strain into a coupe glass. Express a lemon peel over the drink and discard.

*Rich Brown Sugar Simple Syrup: 
-- 2 cups Brown Sugar
-- 1 cup Water

Combine sugar and water in a small saucepan over medium heat and stir until sugar dissolves. Remove from heat, let cool to room temperature and transfer to a clean glass jar. Cover and keep refrigerated for up to 2 weeks.",0,0
406,305,Stuart McCloskey,,San Francisco,16,"Shake all ingredients except foam, strain into chilled cocktail ""coupe"". Layer foam onto cocktail. Add garnish.",0,0
407,644,Jessica Maria,,San Francisco,0,"Shake all ingredients except ginger ale, then strain into chilled cocktail ""coupe"" glass. Float ginger ale and zest of fresh lemon.",0,0
408,59,Gina Scheurte,Cala,San Francisco,16,Shake all ingredients for 10-15 seconds (over shaking will over dilute) and fine strain into chilled coupe glass. Garnish with Xoconostle (sour prickly pear) and a stuffed Castelvetrano olive.,0,0
