,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,genreId,BinProb
24125,78.0,46.0,52.0,92.0,50.0,16.0,5
43391,72.0,82.0,76.0,68.0,68.0,2.0,8
43392,72.0,82.0,76.0,68.0,68.0,11.0,15
43393,72.0,82.0,76.0,68.0,68.0,16.0,4
52166,46.0,0.0,92.0,52.0,44.0,2.0,9
52167,46.0,0.0,92.0,52.0,44.0,11.0,16
52168,46.0,0.0,92.0,52.0,44.0,16.0,12
23801,78.0,46.0,52.0,92.0,50.0,11.0,19
23974,78.0,46.0,52.0,92.0,50.0,19.0,16
24149,78.0,46.0,52.0,92.0,50.0,20.0,8
68375,88.0,0.0,48.0,10.0,48.0,20.0,12
68376,88.0,0.0,48.0,10.0,48.0,19.0,8
68377,88.0,0.0,48.0,10.0,48.0,11.0,15
23802,78.0,46.0,52.0,92.0,50.0,3.0,13
25777,78.0,24.0,84.0,8.0,40.0,3.0,10
64272,18.0,64.0,62.0,74.0,92.0,3.0,8
23803,78.0,46.0,52.0,92.0,50.0,6.0,10
23804,78.0,46.0,52.0,92.0,50.0,10.0,14
23805,78.0,46.0,52.0,92.0,50.0,10.0,14
23806,78.0,46.0,52.0,92.0,50.0,10.0,14
23807,78.0,46.0,52.0,92.0,50.0,0.0,11
23808,78.0,46.0,52.0,92.0,50.0,11.0,19
23809,78.0,46.0,52.0,92.0,50.0,19.0,16
23810,78.0,46.0,52.0,92.0,50.0,0.0,11
23811,78.0,46.0,52.0,92.0,50.0,1.0,11
23812,78.0,46.0,52.0,92.0,50.0,4.0,11
23813,78.0,46.0,52.0,92.0,50.0,3.0,13
23814,78.0,46.0,52.0,92.0,50.0,13.0,7
23815,78.0,46.0,52.0,92.0,50.0,2.0,6
23816,78.0,46.0,52.0,92.0,50.0,3.0,13
30493,32.0,2.0,30.0,88.0,48.0,2.0,8
30554,32.0,2.0,30.0,88.0,48.0,3.0,14
23817,78.0,46.0,52.0,92.0,50.0,3.0,13
23818,78.0,46.0,52.0,92.0,50.0,9.0,14
23831,78.0,46.0,52.0,92.0,50.0,13.0,7
23819,78.0,46.0,52.0,92.0,50.0,3.0,13
52165,46.0,0.0,92.0,52.0,44.0,3.0,15
23820,78.0,46.0,52.0,92.0,50.0,17.0,8
23821,78.0,46.0,52.0,92.0,50.0,13.0,7
23822,78.0,46.0,52.0,92.0,50.0,12.0,12
33604,68.0,82.0,68.0,20.0,18.0,12.0,14
33605,68.0,82.0,68.0,20.0,18.0,13.0,15
33606,68.0,82.0,68.0,20.0,18.0,17.0,7
23823,78.0,46.0,52.0,92.0,50.0,3.0,13
23824,78.0,46.0,52.0,92.0,50.0,15.0,15
23864,78.0,46.0,52.0,92.0,50.0,1.0,11
44192,14.0,40.0,66.0,22.0,72.0,15.0,13
44193,14.0,40.0,66.0,22.0,72.0,3.0,7
44194,14.0,40.0,66.0,22.0,72.0,1.0,8
23825,78.0,46.0,52.0,92.0,50.0,3.0,13
23826,78.0,46.0,52.0,92.0,50.0,9.0,14
23827,78.0,46.0,52.0,92.0,50.0,12.0,12
23828,78.0,46.0,52.0,92.0,50.0,0.0,11
23829,78.0,46.0,52.0,92.0,50.0,3.0,13
23830,78.0,46.0,52.0,92.0,50.0,9.0,14
23832,78.0,46.0,52.0,92.0,50.0,10.0,14
23833,78.0,46.0,52.0,92.0,50.0,9.0,14
23841,78.0,46.0,52.0,92.0,50.0,3.0,13
34787,6.0,2.0,44.0,24.0,30.0,9.0,13
34788,6.0,2.0,44.0,24.0,30.0,3.0,11
23834,78.0,46.0,52.0,92.0,50.0,0.0,11
23835,78.0,46.0,52.0,92.0,50.0,11.0,19
23836,78.0,46.0,52.0,92.0,50.0,10.0,14
23837,78.0,46.0,52.0,92.0,50.0,11.0,19
23838,78.0,46.0,52.0,92.0,50.0,3.0,13
23839,78.0,46.0,52.0,92.0,50.0,11.0,19
23840,78.0,46.0,52.0,92.0,50.0,19.0,16
63930,48.0,68.0,28.0,76.0,88.0,3.0,6
63931,48.0,68.0,28.0,76.0,88.0,11.0,16
63932,48.0,68.0,28.0,76.0,88.0,19.0,14
23842,78.0,46.0,52.0,92.0,50.0,3.0,13
23843,78.0,46.0,52.0,92.0,50.0,5.0,13
23844,78.0,46.0,52.0,92.0,50.0,0.0,11
23867,78.0,46.0,52.0,92.0,50.0,3.0,13
23868,78.0,46.0,52.0,92.0,50.0,8.0,1
36111,8.0,56.0,70.0,0.0,62.0,0.0,4
36112,8.0,56.0,70.0,0.0,62.0,3.0,4
36113,8.0,56.0,70.0,0.0,62.0,8.0,15
23845,78.0,46.0,52.0,92.0,50.0,11.0,19
61859,60.0,70.0,92.0,98.0,62.0,11.0,17
23846,78.0,46.0,52.0,92.0,50.0,0.0,11
23847,78.0,46.0,52.0,92.0,50.0,11.0,19
53475,16.0,84.0,38.0,36.0,8.0,0.0,1
53476,16.0,84.0,38.0,36.0,8.0,11.0,6
23848,78.0,46.0,52.0,92.0,50.0,11.0,19
23849,78.0,46.0,52.0,92.0,50.0,11.0,19
56502,70.0,52.0,14.0,94.0,44.0,11.0,18
23850,78.0,46.0,52.0,92.0,50.0,2.0,6
23851,78.0,46.0,52.0,92.0,50.0,3.0,13
23852,78.0,46.0,52.0,92.0,50.0,16.0,5
70571,0.0,16.0,46.0,30.0,66.0,3.0,8
70572,0.0,16.0,46.0,30.0,66.0,16.0,10
70618,0.0,16.0,46.0,30.0,66.0,2.0,14
23853,78.0,46.0,52.0,92.0,50.0,13.0,7
23854,78.0,46.0,52.0,92.0,50.0,3.0,13
36632,54.0,26.0,48.0,26.0,94.0,3.0,5
23855,78.0,46.0,52.0,92.0,50.0,7.0,8
23856,78.0,46.0,52.0,92.0,50.0,15.0,15
23863,78.0,46.0,52.0,92.0,50.0,3.0,13
23857,78.0,46.0,52.0,92.0,50.0,3.0,13
23858,78.0,46.0,52.0,92.0,50.0,11.0,19
23859,78.0,46.0,52.0,92.0,50.0,3.0,13
23860,78.0,46.0,52.0,92.0,50.0,10.0,14
23861,78.0,46.0,52.0,92.0,50.0,11.0,19
59955,64.0,84.0,26.0,70.0,40.0,11.0,13
23862,78.0,46.0,52.0,92.0,50.0,3.0,13
33607,68.0,82.0,68.0,20.0,18.0,3.0,7
40522,78.0,64.0,6.0,82.0,18.0,3.0,10
23865,78.0,46.0,52.0,92.0,50.0,16.0,5
23866,78.0,46.0,52.0,92.0,50.0,3.0,13
23875,78.0,46.0,52.0,92.0,50.0,4.0,11
23869,78.0,46.0,52.0,92.0,50.0,14.0,5
23870,78.0,46.0,52.0,92.0,50.0,3.0,13
23871,78.0,46.0,52.0,92.0,50.0,4.0,11
23872,78.0,46.0,52.0,92.0,50.0,8.0,1
23873,78.0,46.0,52.0,92.0,50.0,11.0,19
23874,78.0,46.0,52.0,92.0,50.0,4.0,11
23876,78.0,46.0,52.0,92.0,50.0,8.0,1
23885,78.0,46.0,52.0,92.0,50.0,11.0,19
23877,78.0,46.0,52.0,92.0,50.0,3.0,13
23878,78.0,46.0,52.0,92.0,50.0,11.0,19
23879,78.0,46.0,52.0,92.0,50.0,16.0,5
23880,78.0,46.0,52.0,92.0,50.0,3.0,13
39741,86.0,6.0,60.0,40.0,74.0,3.0,10
23881,78.0,46.0,52.0,92.0,50.0,13.0,7
23882,78.0,46.0,52.0,92.0,50.0,2.0,6
23883,78.0,46.0,52.0,92.0,50.0,3.0,13
23884,78.0,46.0,52.0,92.0,50.0,16.0,5
23886,78.0,46.0,52.0,92.0,50.0,14.0,5
23887,78.0,46.0,52.0,92.0,50.0,6.0,10
23888,78.0,46.0,52.0,92.0,50.0,3.0,13
23930,78.0,46.0,52.0,92.0,50.0,3.0,13
23933,78.0,46.0,52.0,92.0,50.0,6.0,10
23934,78.0,46.0,52.0,92.0,50.0,10.0,14
23941,78.0,46.0,52.0,92.0,50.0,5.0,13
23935,78.0,46.0,52.0,92.0,50.0,0.0,11
23936,78.0,46.0,52.0,92.0,50.0,11.0,19
60257,0.0,46.0,86.0,18.0,84.0,0.0,9
60258,0.0,46.0,86.0,18.0,84.0,11.0,10
23937,78.0,46.0,52.0,92.0,50.0,11.0,19
23938,78.0,46.0,52.0,92.0,50.0,3.0,13
23939,78.0,46.0,52.0,92.0,50.0,3.0,13
23940,78.0,46.0,52.0,92.0,50.0,11.0,19
23942,78.0,46.0,52.0,92.0,50.0,15.0,15
23943,78.0,46.0,52.0,92.0,50.0,5.0,13
23944,78.0,46.0,52.0,92.0,50.0,11.0,19
23945,78.0,46.0,52.0,92.0,50.0,18.0,11
71669,44.0,82.0,60.0,34.0,22.0,18.0,5
71693,44.0,82.0,60.0,34.0,22.0,11.0,8
71694,44.0,82.0,60.0,34.0,22.0,5.0,10
23946,78.0,46.0,52.0,92.0,50.0,3.0,13
23947,78.0,46.0,52.0,92.0,50.0,11.0,19
27196,98.0,48.0,28.0,36.0,88.0,3.0,4
27197,98.0,48.0,28.0,36.0,88.0,11.0,16
23948,78.0,46.0,52.0,92.0,50.0,3.0,13
23949,78.0,46.0,52.0,92.0,50.0,12.0,12
23950,78.0,46.0,52.0,92.0,50.0,13.0,7
23951,78.0,46.0,52.0,92.0,50.0,11.0,19
23953,78.0,46.0,52.0,92.0,50.0,16.0,5
23954,78.0,46.0,52.0,92.0,50.0,2.0,6
23963,78.0,46.0,52.0,92.0,50.0,3.0,13
23967,78.0,46.0,52.0,92.0,50.0,3.0,13
23968,78.0,46.0,52.0,92.0,50.0,10.0,14
23969,78.0,46.0,52.0,92.0,50.0,3.0,13
23970,78.0,46.0,52.0,92.0,50.0,10.0,14
42017,72.0,18.0,4.0,52.0,44.0,10.0,10
23971,78.0,46.0,52.0,92.0,50.0,9.0,14
23972,78.0,46.0,52.0,92.0,50.0,13.0,7
23975,78.0,46.0,52.0,92.0,50.0,3.0,13
23976,78.0,46.0,52.0,92.0,50.0,9.0,14
24105,78.0,46.0,52.0,92.0,50.0,3.0,13
23977,78.0,46.0,52.0,92.0,50.0,10.0,14
23978,78.0,46.0,52.0,92.0,50.0,11.0,19
23979,78.0,46.0,52.0,92.0,50.0,12.0,12
23980,78.0,46.0,52.0,92.0,50.0,3.0,13
23981,78.0,46.0,52.0,92.0,50.0,3.0,13
23982,78.0,46.0,52.0,92.0,50.0,15.0,15
23983,78.0,46.0,52.0,92.0,50.0,3.0,13
23984,78.0,46.0,52.0,92.0,50.0,20.0,8
23985,78.0,46.0,52.0,92.0,50.0,0.0,11
23986,78.0,46.0,52.0,92.0,50.0,14.0,5
23987,78.0,46.0,52.0,92.0,50.0,20.0,8
23988,78.0,46.0,52.0,92.0,50.0,3.0,13
23989,78.0,46.0,52.0,92.0,50.0,9.0,14
23990,78.0,46.0,52.0,92.0,50.0,16.0,5
23991,78.0,46.0,52.0,92.0,50.0,11.0,19
70105,78.0,76.0,52.0,46.0,32.0,11.0,12
23992,78.0,46.0,52.0,92.0,50.0,16.0,5
23993,78.0,46.0,52.0,92.0,50.0,17.0,8
24006,78.0,46.0,52.0,92.0,50.0,18.0,11
23994,78.0,46.0,52.0,92.0,50.0,3.0,13
23995,78.0,46.0,52.0,92.0,50.0,2.0,6
23996,78.0,46.0,52.0,92.0,50.0,0.0,11
23997,78.0,46.0,52.0,92.0,50.0,10.0,14
60259,0.0,46.0,86.0,18.0,84.0,10.0,3
23998,78.0,46.0,52.0,92.0,50.0,11.0,19
24039,78.0,46.0,52.0,92.0,50.0,3.0,13
36612,54.0,26.0,48.0,26.0,94.0,3.0,5
36631,54.0,26.0,48.0,26.0,94.0,11.0,15
23999,78.0,46.0,52.0,92.0,50.0,14.0,5
24000,78.0,46.0,52.0,92.0,50.0,0.0,11
24001,78.0,46.0,52.0,92.0,50.0,11.0,19
24002,78.0,46.0,52.0,92.0,50.0,0.0,11
24003,78.0,46.0,52.0,92.0,50.0,3.0,13
24004,78.0,46.0,52.0,92.0,50.0,11.0,19
32226,26.0,52.0,82.0,0.0,30.0,0.0,3
32227,26.0,52.0,82.0,0.0,30.0,3.0,8
32228,26.0,52.0,82.0,0.0,30.0,11.0,7
24005,78.0,46.0,52.0,92.0,50.0,10.0,14
32547,4.0,12.0,72.0,76.0,94.0,10.0,6
24007,78.0,46.0,52.0,92.0,50.0,10.0,14
24008,78.0,46.0,52.0,92.0,50.0,12.0,12
24009,78.0,46.0,52.0,92.0,50.0,13.0,7
24016,78.0,46.0,52.0,92.0,50.0,2.0,6
24010,78.0,46.0,52.0,92.0,50.0,11.0,19
24011,78.0,46.0,52.0,92.0,50.0,4.0,11
24012,78.0,46.0,52.0,92.0,50.0,10.0,14
24013,78.0,46.0,52.0,92.0,50.0,10.0,14
24014,78.0,46.0,52.0,92.0,50.0,7.0,8
24015,78.0,46.0,52.0,92.0,50.0,11.0,19
34070,16.0,88.0,74.0,82.0,60.0,7.0,0
34127,16.0,88.0,74.0,82.0,60.0,11.0,13
55005,58.0,92.0,22.0,0.0,72.0,7.0,2
55006,58.0,92.0,22.0,0.0,72.0,11.0,7
24017,78.0,46.0,52.0,92.0,50.0,3.0,13
24018,78.0,46.0,52.0,92.0,50.0,3.0,13
24019,78.0,46.0,52.0,92.0,50.0,11.0,19
24020,78.0,46.0,52.0,92.0,50.0,3.0,13
24021,78.0,46.0,52.0,92.0,50.0,11.0,19
24022,78.0,46.0,52.0,92.0,50.0,3.0,13
24023,78.0,46.0,52.0,92.0,50.0,5.0,13
24024,78.0,46.0,52.0,92.0,50.0,3.0,13
24025,78.0,46.0,52.0,92.0,50.0,11.0,19
43108,78.0,18.0,38.0,0.0,58.0,11.0,13
43109,78.0,18.0,38.0,0.0,58.0,3.0,5
67510,10.0,36.0,34.0,82.0,80.0,3.0,9
67511,10.0,36.0,34.0,82.0,80.0,11.0,17
24026,78.0,46.0,52.0,92.0,50.0,3.0,13
58025,80.0,10.0,14.0,20.0,98.0,3.0,3
24027,78.0,46.0,52.0,92.0,50.0,10.0,14
24028,78.0,46.0,52.0,92.0,50.0,10.0,14
51679,18.0,36.0,80.0,54.0,36.0,10.0,4
24029,78.0,46.0,52.0,92.0,50.0,11.0,19
24030,78.0,46.0,52.0,92.0,50.0,3.0,13
24031,78.0,46.0,52.0,92.0,50.0,11.0,19
24038,78.0,46.0,52.0,92.0,50.0,0.0,11
58823,32.0,60.0,52.0,54.0,32.0,3.0,10
58824,32.0,60.0,52.0,54.0,32.0,11.0,12
58834,32.0,60.0,52.0,54.0,32.0,0.0,6
24032,78.0,46.0,52.0,92.0,50.0,11.0,19
24033,78.0,46.0,52.0,92.0,50.0,2.0,6
24034,78.0,46.0,52.0,92.0,50.0,11.0,19
24035,78.0,46.0,52.0,92.0,50.0,3.0,13
42016,72.0,18.0,4.0,52.0,44.0,3.0,9
24036,78.0,46.0,52.0,92.0,50.0,3.0,13
24037,78.0,46.0,52.0,92.0,50.0,6.0,10
24040,78.0,46.0,52.0,92.0,50.0,11.0,19
24041,78.0,46.0,52.0,92.0,50.0,11.0,19
24050,78.0,46.0,52.0,92.0,50.0,19.0,16
24042,78.0,46.0,52.0,92.0,50.0,2.0,6
24043,78.0,46.0,52.0,92.0,50.0,3.0,13
24044,78.0,46.0,52.0,92.0,50.0,13.0,7
24045,78.0,46.0,52.0,92.0,50.0,11.0,19
24046,78.0,46.0,52.0,92.0,50.0,19.0,16
24047,78.0,46.0,52.0,92.0,50.0,4.0,11
24048,78.0,46.0,52.0,92.0,50.0,11.0,19
49058,2.0,66.0,56.0,88.0,80.0,11.0,15
49059,2.0,66.0,56.0,88.0,80.0,4.0,1
24049,78.0,46.0,52.0,92.0,50.0,3.0,13
24051,78.0,46.0,52.0,92.0,50.0,11.0,19
24052,78.0,46.0,52.0,92.0,50.0,11.0,19
24053,78.0,46.0,52.0,92.0,50.0,12.0,12
24060,78.0,46.0,52.0,92.0,50.0,0.0,11
24054,78.0,46.0,52.0,92.0,50.0,16.0,5
24055,78.0,46.0,52.0,92.0,50.0,19.0,16
24056,78.0,46.0,52.0,92.0,50.0,3.0,13
24057,78.0,46.0,52.0,92.0,50.0,16.0,5
68359,88.0,0.0,48.0,10.0,48.0,3.0,9
68360,88.0,0.0,48.0,10.0,48.0,16.0,10
24058,78.0,46.0,52.0,92.0,50.0,0.0,11
24059,78.0,46.0,52.0,92.0,50.0,4.0,11
24061,78.0,46.0,52.0,92.0,50.0,11.0,19
24062,78.0,46.0,52.0,92.0,50.0,5.0,13
24063,78.0,46.0,52.0,92.0,50.0,2.0,6
24064,78.0,46.0,52.0,92.0,50.0,3.0,13
24065,78.0,46.0,52.0,92.0,50.0,10.0,14
24066,78.0,46.0,52.0,92.0,50.0,11.0,19
24067,78.0,46.0,52.0,92.0,50.0,0.0,11
24068,78.0,46.0,52.0,92.0,50.0,3.0,13
24069,78.0,46.0,52.0,92.0,50.0,16.0,5
46791,12.0,14.0,54.0,68.0,48.0,16.0,10
46793,12.0,14.0,54.0,68.0,48.0,0.0,6
46816,12.0,14.0,54.0,68.0,48.0,3.0,13
55956,14.0,98.0,76.0,30.0,90.0,0.0,12
55957,14.0,98.0,76.0,30.0,90.0,3.0,3
55958,14.0,98.0,76.0,30.0,90.0,16.0,5
24070,78.0,46.0,52.0,92.0,50.0,0.0,11
24071,78.0,46.0,52.0,92.0,50.0,3.0,13
44547,42.0,28.0,46.0,44.0,80.0,3.0,7
44548,42.0,28.0,46.0,44.0,80.0,0.0,7
24072,78.0,46.0,52.0,92.0,50.0,6.0,10
24084,78.0,46.0,52.0,92.0,50.0,4.0,11
24073,78.0,46.0,52.0,92.0,50.0,3.0,13
24082,78.0,46.0,52.0,92.0,50.0,19.0,16
24074,78.0,46.0,52.0,92.0,50.0,3.0,13
24075,78.0,46.0,52.0,92.0,50.0,11.0,19
24076,78.0,46.0,52.0,92.0,50.0,13.0,7
35337,16.0,28.0,98.0,32.0,44.0,13.0,11
24077,78.0,46.0,52.0,92.0,50.0,3.0,13
24078,78.0,46.0,52.0,92.0,50.0,8.0,1
24079,78.0,46.0,52.0,92.0,50.0,3.0,13
45272,58.0,74.0,28.0,38.0,50.0,3.0,5
24080,78.0,46.0,52.0,92.0,50.0,3.0,13
24081,78.0,46.0,52.0,92.0,50.0,3.0,13
24083,78.0,46.0,52.0,92.0,50.0,0.0,11
24106,78.0,46.0,52.0,92.0,50.0,3.0,13
24127,78.0,46.0,52.0,92.0,50.0,15.0,15
24085,78.0,46.0,52.0,92.0,50.0,16.0,5
24094,78.0,46.0,52.0,92.0,50.0,17.0,8
24103,78.0,46.0,52.0,92.0,50.0,9.0,14
34784,6.0,2.0,44.0,24.0,30.0,17.0,2
34785,6.0,2.0,44.0,24.0,30.0,16.0,14
34786,6.0,2.0,44.0,24.0,30.0,9.0,13
49965,74.0,8.0,76.0,12.0,58.0,9.0,12
49982,74.0,8.0,76.0,12.0,58.0,16.0,10
49983,74.0,8.0,76.0,12.0,58.0,17.0,8
54257,38.0,52.0,92.0,2.0,60.0,17.0,4
54258,38.0,52.0,92.0,2.0,60.0,16.0,11
54259,38.0,52.0,92.0,2.0,60.0,9.0,7
24086,78.0,46.0,52.0,92.0,50.0,2.0,6
24087,78.0,46.0,52.0,92.0,50.0,9.0,14
24088,78.0,46.0,52.0,92.0,50.0,17.0,8
24089,78.0,46.0,52.0,92.0,50.0,3.0,13
24090,78.0,46.0,52.0,92.0,50.0,16.0,5
24091,78.0,46.0,52.0,92.0,50.0,11.0,19
24092,78.0,46.0,52.0,92.0,50.0,0.0,11
24093,78.0,46.0,52.0,92.0,50.0,11.0,19
24095,78.0,46.0,52.0,92.0,50.0,15.0,15
24096,78.0,46.0,52.0,92.0,50.0,11.0,19
24104,78.0,46.0,52.0,92.0,50.0,0.0,11
24097,78.0,46.0,52.0,92.0,50.0,9.0,14
24098,78.0,46.0,52.0,92.0,50.0,16.0,5
24099,78.0,46.0,52.0,92.0,50.0,14.0,5
24100,78.0,46.0,52.0,92.0,50.0,9.0,14
24101,78.0,46.0,52.0,92.0,50.0,10.0,14
68698,62.0,8.0,62.0,8.0,18.0,10.0,0
24102,78.0,46.0,52.0,92.0,50.0,3.0,13
24107,78.0,46.0,52.0,92.0,50.0,11.0,19
24130,78.0,46.0,52.0,92.0,50.0,16.0,5
24108,78.0,46.0,52.0,92.0,50.0,0.0,11
24109,78.0,46.0,52.0,92.0,50.0,3.0,13
24110,78.0,46.0,52.0,92.0,50.0,11.0,19
24111,78.0,46.0,52.0,92.0,50.0,2.0,6
24112,78.0,46.0,52.0,92.0,50.0,9.0,14
24113,78.0,46.0,52.0,92.0,50.0,1.0,11
24114,78.0,46.0,52.0,92.0,50.0,10.0,14
24115,78.0,46.0,52.0,92.0,50.0,22.0,6
24116,78.0,46.0,52.0,92.0,50.0,11.0,19
24117,78.0,46.0,52.0,92.0,50.0,11.0,19
24118,78.0,46.0,52.0,92.0,50.0,9.0,14
24119,78.0,46.0,52.0,92.0,50.0,16.0,5
24120,78.0,46.0,52.0,92.0,50.0,3.0,13
24121,78.0,46.0,52.0,92.0,50.0,11.0,19
24122,78.0,46.0,52.0,92.0,50.0,16.0,5
24126,78.0,46.0,52.0,92.0,50.0,11.0,19
24128,78.0,46.0,52.0,92.0,50.0,3.0,13
24129,78.0,46.0,52.0,92.0,50.0,0.0,11
24138,78.0,46.0,52.0,92.0,50.0,2.0,6
24131,78.0,46.0,52.0,92.0,50.0,11.0,19
24132,78.0,46.0,52.0,92.0,50.0,17.0,8
24133,78.0,46.0,52.0,92.0,50.0,3.0,13
24134,78.0,46.0,52.0,92.0,50.0,11.0,19
24135,78.0,46.0,52.0,92.0,50.0,3.0,13
24136,78.0,46.0,52.0,92.0,50.0,10.0,14
24137,78.0,46.0,52.0,92.0,50.0,16.0,5
24139,78.0,46.0,52.0,92.0,50.0,11.0,19
24148,78.0,46.0,52.0,92.0,50.0,16.0,5
24140,78.0,46.0,52.0,92.0,50.0,3.0,13
24141,78.0,46.0,52.0,92.0,50.0,9.0,14
24142,78.0,46.0,52.0,92.0,50.0,2.0,6
24143,78.0,46.0,52.0,92.0,50.0,3.0,13
50735,84.0,0.0,32.0,48.0,26.0,2.0,10
50736,84.0,0.0,32.0,48.0,26.0,3.0,13
24144,78.0,46.0,52.0,92.0,50.0,2.0,6
24145,78.0,46.0,52.0,92.0,50.0,11.0,19
24146,78.0,46.0,52.0,92.0,50.0,11.0,19
24147,78.0,46.0,52.0,92.0,50.0,10.0,14
26535,44.0,70.0,70.0,30.0,74.0,10.0,8
46313,88.0,22.0,64.0,2.0,64.0,10.0,4
24150,68.0,86.0,84.0,8.0,10.0,11.0,6
24186,68.0,86.0,84.0,8.0,10.0,15.0,14
24269,68.0,86.0,84.0,8.0,10.0,3.0,8
24151,68.0,86.0,84.0,8.0,10.0,0.0,5
24159,68.0,86.0,84.0,8.0,10.0,11.0,6
24160,68.0,86.0,84.0,8.0,10.0,3.0,8
24152,68.0,86.0,84.0,8.0,10.0,16.0,12
24153,68.0,86.0,84.0,8.0,10.0,11.0,6
24154,68.0,86.0,84.0,8.0,10.0,7.0,4
24155,68.0,86.0,84.0,8.0,10.0,3.0,8
24156,68.0,86.0,84.0,8.0,10.0,15.0,14
24157,68.0,86.0,84.0,8.0,10.0,10.0,5
24158,68.0,86.0,84.0,8.0,10.0,3.0,8
24161,68.0,86.0,84.0,8.0,10.0,9.0,11
69507,34.0,48.0,88.0,50.0,74.0,9.0,8
24162,68.0,86.0,84.0,8.0,10.0,13.0,16
24163,68.0,86.0,84.0,8.0,10.0,11.0,6
24164,68.0,86.0,84.0,8.0,10.0,2.0,19
24165,68.0,86.0,84.0,8.0,10.0,16.0,12
24166,68.0,86.0,84.0,8.0,10.0,11.0,6
24167,68.0,86.0,84.0,8.0,10.0,2.0,19
24168,68.0,86.0,84.0,8.0,10.0,3.0,8
44191,14.0,40.0,66.0,22.0,72.0,3.0,7
70573,0.0,16.0,46.0,30.0,66.0,3.0,8
24169,68.0,86.0,84.0,8.0,10.0,3.0,8
24170,68.0,86.0,84.0,8.0,10.0,15.0,14
24184,68.0,86.0,84.0,8.0,10.0,10.0,5
24171,68.0,86.0,84.0,8.0,10.0,0.0,5
24172,68.0,86.0,84.0,8.0,10.0,11.0,6
24173,68.0,86.0,84.0,8.0,10.0,3.0,8
24174,68.0,86.0,84.0,8.0,10.0,11.0,6
71690,44.0,82.0,60.0,34.0,22.0,11.0,8
24175,68.0,86.0,84.0,8.0,10.0,0.0,5
24196,68.0,86.0,84.0,8.0,10.0,3.0,8
24243,68.0,86.0,84.0,8.0,10.0,19.0,8
55711,78.0,86.0,10.0,60.0,78.0,19.0,13
55712,78.0,86.0,10.0,60.0,78.0,3.0,3
55713,78.0,86.0,10.0,60.0,78.0,0.0,9
24176,68.0,86.0,84.0,8.0,10.0,3.0,8
24177,68.0,86.0,84.0,8.0,10.0,0.0,5
48135,26.0,52.0,44.0,38.0,66.0,3.0,6
48136,26.0,52.0,44.0,38.0,66.0,0.0,6
59949,64.0,84.0,26.0,70.0,40.0,0.0,7
59950,64.0,84.0,26.0,70.0,40.0,3.0,7
24178,68.0,86.0,84.0,8.0,10.0,7.0,4
24179,68.0,86.0,84.0,8.0,10.0,3.0,8
24180,68.0,86.0,84.0,8.0,10.0,3.0,8
31607,88.0,40.0,46.0,20.0,20.0,3.0,8
24181,68.0,86.0,84.0,8.0,10.0,3.0,8
54234,38.0,52.0,92.0,2.0,60.0,3.0,7
55714,78.0,86.0,10.0,60.0,78.0,3.0,3
24182,68.0,86.0,84.0,8.0,10.0,11.0,6
24183,68.0,86.0,84.0,8.0,10.0,0.0,5
24185,68.0,86.0,84.0,8.0,10.0,11.0,6
24195,68.0,86.0,84.0,8.0,10.0,0.0,5
24187,68.0,86.0,84.0,8.0,10.0,2.0,19
24270,68.0,86.0,84.0,8.0,10.0,3.0,8
24188,68.0,86.0,84.0,8.0,10.0,3.0,8
49516,80.0,16.0,82.0,90.0,64.0,3.0,16
24189,68.0,86.0,84.0,8.0,10.0,12.0,14
24190,68.0,86.0,84.0,8.0,10.0,7.0,4
24191,68.0,86.0,84.0,8.0,10.0,4.0,11
24192,68.0,86.0,84.0,8.0,10.0,11.0,6
24193,68.0,86.0,84.0,8.0,10.0,6.0,13
24194,68.0,86.0,84.0,8.0,10.0,3.0,8
31186,48.0,16.0,30.0,34.0,18.0,3.0,10
31187,48.0,16.0,30.0,34.0,18.0,6.0,10
31188,48.0,16.0,30.0,34.0,18.0,11.0,13
24197,68.0,86.0,84.0,8.0,10.0,11.0,6
24231,68.0,86.0,84.0,8.0,10.0,0.0,5
24198,68.0,86.0,84.0,8.0,10.0,9.0,11
24199,68.0,86.0,84.0,8.0,10.0,11.0,6
24200,68.0,86.0,84.0,8.0,10.0,5.0,6
24201,68.0,86.0,84.0,8.0,10.0,3.0,8
36114,8.0,56.0,70.0,0.0,62.0,3.0,4
36115,8.0,56.0,70.0,0.0,62.0,5.0,11
36116,8.0,56.0,70.0,0.0,62.0,11.0,7
24202,68.0,86.0,84.0,8.0,10.0,11.0,6
24203,68.0,86.0,84.0,8.0,10.0,16.0,12
24204,68.0,86.0,84.0,8.0,10.0,9.0,11
50672,84.0,0.0,32.0,48.0,26.0,16.0,10
50737,84.0,0.0,32.0,48.0,26.0,9.0,18
69771,46.0,92.0,80.0,68.0,56.0,16.0,6
69772,46.0,92.0,80.0,68.0,56.0,9.0,8
24205,68.0,86.0,84.0,8.0,10.0,21.0,8
24206,68.0,86.0,84.0,8.0,10.0,3.0,8
24207,68.0,86.0,84.0,8.0,10.0,2.0,19
24208,68.0,86.0,84.0,8.0,10.0,13.0,16
24209,68.0,86.0,84.0,8.0,10.0,3.0,8
24210,68.0,86.0,84.0,8.0,10.0,9.0,11
47834,90.0,56.0,36.0,10.0,24.0,9.0,13
24211,68.0,86.0,84.0,8.0,10.0,13.0,16
